Timestamp;Latitude;Longitude;Azimuth;Altitude
1577836800.0;-7.921179;112.599392;111.75151855794915;23.165315692792145
1577837400.0;-7.921179;112.599392;111.82096109124068;25.460204612403068
1577838000.0;-7.921179;112.599392;111.93744313734608;27.754202192327305
1577838600.0;-7.921179;112.599392;112.10423635687778;30.046381234385027
1577839200.0;-7.921179;112.599392;112.32528176898693;32.335778681903264
1577839800.0;-7.921179;112.599392;112.60531952495742;34.62136488386463
1577840400.0;-7.921179;112.599392;112.95000502142211;36.90201627415066
1577841000.0;-7.921179;112.599392;113.3661206362268;39.17646926776491
1577841600.0;-7.921179;112.599392;113.86178746429464;41.44329294007625
1577842200.0;-7.921179;112.599392;114.44674535538203;43.700827555116376
1577842800.0;-7.921179;112.599392;115.1327285744831;45.94714016935016
1577843400.0;-7.921179;112.599392;115.93388244336892;48.17993242412192
1577844000.0;-7.921179;112.599392;116.8673780576129;50.39645175319612
1577844600.0;-7.921179;112.599392;117.95414311683196;52.59335136387946
1577845200.0;-7.921179;112.599392;119.21973618890031;54.76652972757534
1577845800.0;-7.921179;112.599392;120.695576144;56.91089493825752
1577846400.0;-7.921179;112.599392;122.42036283396828;59.02006076905205
1577847000.0;-7.921179;112.599392;124.44182562072524;61.08592661560327
1577847600.0;-7.921179;112.599392;126.81875877264638;63.09814815641322
1577848200.0;-7.921179;112.599392;129.62307052131354;65.04339286222202
1577848800.0;-7.921179;112.599392;132.9412720427541;66.90437352424037
1577849400.0;-7.921179;112.599392;136.8743818347926;68.65871444274731
1577850000.0;-7.921179;112.599392;141.5333904714417;70.27764003076959
1577850600.0;-7.921179;112.599392;147.0266930548295;71.72485466305774
1577851200.0;-7.921179;112.599392;153.43357442084155;72.95631044965435
1577851800.0;-7.921179;112.599392;160.761192607728;73.92215383980752
1577852400.0;-7.921179;112.599392;168.8923415693314;74.57226490538767
1577853000.0;-7.921179;112.599392;177.5527892104758;74.86579911515814
1577853600.0;-7.921179;112.599392;186.3376828982978;74.78205416574461
1577854200.0;-7.921179;112.599392;194.8082102993808;74.32710209531923
1577854800.0;-7.921179;112.599392;202.6089830108307;73.53171973628208
1577855400.0;-7.921179;112.599392;209.536133546301;72.44222943158418
1577856000.0;-7.921179;112.599392;215.53347676967903;71.10957756224465
1577856600.0;-7.921179;112.599392;220.6462831747838;69.58150032037273
1577857200.0;-7.921179;112.599392;224.97102235345247;67.89868514285415
1577857800.0;-7.921179;112.599392;228.6195454835332;66.09401939054254
1577858400.0;-7.921179;112.599392;231.69938706331868;64.1932938577439
1577859000.0;-7.921179;112.599392;234.305404760002;62.21646635721295
1577859600.0;-7.921179;112.599392;236.51756642838572;60.17895945609562
1577860200.0;-7.921179;112.599392;238.4016877713121;58.09267134392605
1577860800.0;-7.921179;112.599392;240.01145407565735;55.96689449307006
1577861400.0;-7.921179;112.599392;241.3904146275696;53.80889963989912
1577862000.0;-7.921179;112.599392;242.5737858824093;51.62445829426188
1577862600.0;-7.921179;112.599392;243.5902819554473;49.41820132441563
1577863200.0;-7.921179;112.599392;244.46326209364497;47.19386484383635
1577863800.0;-7.921179;112.599392;245.2119327889484;44.95451560746138
1577864400.0;-7.921179;112.599392;245.85203079720532;42.70269103056739
1577865000.0;-7.921179;112.599392;246.3965881193521;40.44051871708083
1577865600.0;-7.921179;112.599392;246.85636913352067;38.169801836942575
1577866200.0;-7.921179;112.599392;247.24038968941548;35.89208742799965
1577866800.0;-7.921179;112.599392;247.55616299512351;33.608731282802296
1577867400.0;-7.921179;112.599392;247.80991818316784;31.320928684455257
1577868000.0;-7.921179;112.599392;248.006900838831;29.029758802847404
1577868600.0;-7.921179;112.599392;248.1515096039385;26.736215430502973
1577869200.0;-7.921179;112.599392;248.24732349761544;24.441241133527424
1577869800.0;-7.921179;112.599392;248.2973751238533;22.145756279911417
1577870400.0;-7.921179;112.599392;248.3041233507533;19.85070343576041
1577871000.0;-7.921179;112.599392;248.26953527279636;17.557102006808034
1577871600.0;-7.921179;112.599392;248.1951681731132;15.2659509082204
1577872200.0;-7.921179;112.599392;248.0821695234845;12.977799970225693
1577872800.0;-7.921179;112.599392;247.93138626736732;10.696388721394497
1577873400.0;-7.921179;112.599392;247.7432828576252;8.424385204371346
1577874000.0;-7.921179;112.599392;247.5180778603115;6.168082584702763
1577874600.0;-7.921179;112.599392;247.25566199239964;3.941578372835652
1577875200.0;-7.921179;112.599392;246.955652763296;1.7823810862056688
1577875800.0;-7.921179;112.599392;246.61742179559693;-0.2022722903297988
1577876400.0;-7.921179;112.599392;246.23998554206204;-1.855928669910072
1577877000.0;-7.921179;112.599392;245.82211456864067;-4.952584254441409
1577877600.0;-7.921179;112.599392;245.3623335544721;-7.571195539293788
1577878200.0;-7.921179;112.599392;244.8587300465887;-9.837878338953498
1577878800.0;-7.921179;112.599392;244.3091730259695;-12.073811626969812
1577879400.0;-7.921179;112.599392;243.7111216622432;-14.29900444251628
1577880000.0;-7.921179;112.599392;243.061652634445;-16.512269186450965
1577880600.0;-7.921179;112.599392;242.3574601310167;-18.712293608679584
1577881200.0;-7.921179;112.599392;241.59471924602303;-20.89762458645621
1577881800.0;-7.921179;112.599392;240.76916794142195;-23.06664336494756
1577882400.0;-7.921179;112.599392;239.87594312252435;-25.21754165157085
1577883000.0;-7.921179;112.599392;238.90958063799425;-27.34828746504803
1577883600.0;-7.921179;112.599392;237.8640152798487;-29.4566012297436
1577884200.0;-7.921179;112.599392;236.732389538161;-31.53991137943504
1577884800.0;-7.921179;112.599392;235.5070536010607;-33.595303130894045
1577885400.0;-7.921179;112.599392;234.1795653547337;-35.619477502751515
1577886000.0;-7.921179;112.599392;232.7404991381254;-37.60869155134228
1577886600.0;-7.921179;112.599392;231.17958234672403;-39.55868323862423
1577887200.0;-7.921179;112.599392;229.4855041872641;-41.46461337557045
1577887800.0;-7.921179;112.599392;227.64609326264463;-43.32096658442612
1577888400.0;-7.921179;112.599392;225.64831757192928;-45.12149665719527
1577889000.0;-7.921179;112.599392;223.478557717913;-46.859103612235685
1577889600.0;-7.921179;112.599392;221.12290743544563;-48.52578588293469
1577890200.0;-7.921179;112.599392;218.5676517046738;-50.11256860072288
1577890800.0;-7.921179;112.599392;215.8000453926063;-51.60945578374995
1577891400.0;-7.921179;112.599392;212.8093241211112;-53.005457657641344
1577892000.0;-7.921179;112.599392;209.58797468210136;-54.28866920267373
1577892600.0;-7.921179;112.599392;206.13325133953057;-55.446461399071765
1577893200.0;-7.921179;112.599392;202.4490063200907;-56.46577834023696
1577893800.0;-7.921179;112.599392;198.54731539823425;-57.333611930895024
1577894400.0;-7.921179;112.599392;194.44983027363023;-58.03757903808073
1577895000.0;-7.921179;112.599392;190.188502571216;-58.56662500062241
1577895600.0;-7.921179;112.599392;185.80510572795524;-58.91180910089651
1577896200.0;-7.921179;112.599392;181.34951378516743;-59.06693635732584
1577896800.0;-7.921179;112.599392;176.87672342604958;-59.02916541121567
