Datetime;Latitude;Longitude;Azimuth;Altitude
2022-01-01 00:00:00;-7.921179;112.599392;111.70843372466472;23.11629884021355
2022-01-01 00:10:00;-7.921179;112.599392;111.7761072389612;25.411881024025227
2022-01-01 00:20:00;-7.921179;112.599392;111.89067683209899;27.70660601909607
2022-01-01 00:30:00;-7.921179;112.599392;112.05538684393385;29.99955345743542
2022-01-01 00:40:00;-7.921179;112.599392;112.27415780304936;32.289763697464885
2022-01-01 00:50:00;-7.921179;112.599392;112.55170253997282;34.57621391835626
2022-01-01 01:00:00;-7.921179;112.599392;112.89364230039118;36.85778396908566
2022-01-01 01:10:00;-7.921179;112.599392;113.30673214139355;39.13322392503497
2022-01-01 01:20:00;-7.921179;112.599392;113.7990453465789;41.40110286157308
2022-01-01 01:30:00;-7.921179;112.599392;114.38028078456864;43.659784948393764
2022-01-01 01:40:00;-7.921179;112.599392;115.06210441846517;45.9073406570565
2022-01-01 01:50:00;-7.921179;112.599392;115.85860009833704;48.141495534567674
2022-01-01 02:00:00;-7.921179;112.599392;116.78686378767678;50.35951409016469
2022-01-01 02:10:00;-7.921179;112.599392;117.86771390307462;52.558076851910926
2022-01-01 02:20:00;-7.921179;112.599392;119.12661338975636;54.733116442155634
2022-01-01 02:30:00;-7.921179;112.599392;120.59484451412064;56.879578520913014
2022-01-01 02:40:00;-7.921179;112.599392;122.31099784497803;58.9911212575387
2022-01-01 02:50:00;-7.921179;112.599392;124.32263881970853;61.05971917975793
2022-01-01 03:00:00;-7.921179;112.599392;126.68842510290419;63.07508260758608
2022-01-01 03:10:00;-7.921179;112.599392;129.4801693034985;65.02398146460084
2022-01-01 03:20:00;-7.921179;112.599392;132.78443723903226;66.88923782503963
2022-01-01 03:30:00;-7.921179;112.599392;136.70246597338337;68.64859893258652
2022-01-01 03:40:00;-7.921179;112.599392;141.3459564202382;70.27340531348418
2022-01-01 03:50:00;-7.921179;112.599392;146.82460141766717;71.72746379532069
2022-01-01 04:00:00;-7.921179;112.599392;153.22003538663026;72.9667333183278
2022-01-01 04:10:00;-7.921179;112.599392;160.54254459201752;73.94121006759185
2022-01-01 04:20:00;-7.921179;112.599392;168.67829710112153;74.60038479420062
2022-01-01 04:30:00;-7.921179;112.599392;177.35502791324723;74.90280508008128
2022-01-01 04:40:00;-7.921179;112.599392;186.16687352753414;74.82707877275334
2022-01-01 04:50:00;-7.921179;112.599392;194.67095081782026;74.37869734430951
2022-01-01 05:00:00;-7.921179;112.599392;202.50657115441555;73.58824638185311
2022-01-01 05:10:00;-7.921179;112.599392;209.4657006355798;72.50211653022686
2022-01-01 05:20:00;-7.921179;112.599392;215.4899411439094;71.17154786858417
2022-01-01 05:30:00;-7.921179;112.599392;220.6241397014946;69.64459077773613
2022-01-01 05:40:00;-7.921179;112.599392;224.96531231530633;67.96222639270277
2022-01-01 05:50:00;-7.921179;112.599392;228.62621174816314;66.157553810202
2022-01-01 06:00:00;-7.921179;112.599392;231.71526042294977;64.2565209188907
2022-01-01 06:10:00;-7.921179;112.599392;234.32810830880314;62.279201644739516
2022-01-01 06:20:00;-7.921179;112.599392;236.5452696756593;60.24108002659688
2022-01-01 06:30:00;-7.921179;112.599392;238.43310664149416;58.154115725699484
2022-01-01 06:40:00;-7.921179;112.599392;240.04563234226413;56.02761828988606
2022-01-01 06:50:00;-7.921179;112.599392;241.426587309414;53.86888236119017
2022-01-01 07:00:00;-7.921179;112.599392;242.6114612058711;51.683699940027985
2022-01-01 07:10:00;-7.921179;112.599392;243.6290501091763;49.4766984795622
2022-01-01 07:20:00;-7.921179;112.599392;244.50287719083104;47.25162092345798
2022-01-01 07:30:00;-7.921179;112.599392;245.25214894278145;45.01154085684182
2022-01-01 07:40:00;-7.921179;112.599392;245.89271140390193;42.75899227989581
2022-01-01 07:50:00;-7.921179;112.599392;246.43759657512885;40.49610621164098
2022-01-01 08:00:00;-7.921179;112.599392;246.89767811762093;38.22468240692363
2022-01-01 08:10:00;-7.921179;112.599392;247.28191723956917;35.94626790359078
2022-01-01 08:20:00;-7.921179;112.599392;247.59788179057395;33.662215079098075
2022-01-01 08:30:00;-7.921179;112.599392;247.8518555446717;31.373719216550285
2022-01-01 08:40:00;-7.921179;112.599392;248.04902944563165;29.08185948583626
2022-01-01 08:50:00;-7.921179;112.599392;248.1938294560359;26.787626264385658
2022-01-01 09:00:00;-7.921179;112.599392;248.28988923652295;24.49195699566206
2022-01-01 09:10:00;-7.921179;112.599392;248.34018674957093;22.195772047656128
2022-01-01 09:20:00;-7.921179;112.599392;248.3472081840377;19.900010571378733
2022-01-01 09:30:00;-7.921179;112.599392;248.31294795516092;17.60568684992163
2022-01-01 09:40:00;-7.921179;112.599392;248.23893602531467;15.313835656944066
2022-01-01 09:50:00;-7.921179;112.599392;248.1263198662795;13.024881317948237
2022-01-01 10:00:00;-7.921179;112.599392;247.9759737422692;10.742649592642993
2022-01-01 10:10:00;-7.921179;112.599392;247.78838942690393;8.469741929328462
2022-01-01 10:20:00;-7.921179;112.599392;247.5637308447239;6.212361847318308
2022-01-01 10:30:00;-7.921179;112.599392;247.30194335421564;3.9843716424198976
2022-01-01 10:40:00;-7.921179;112.599392;247.002617144029;1.8225482547757503
2022-01-01 10:50:00;-7.921179;112.599392;246.66512383676033;-0.16772955575759815
2022-01-01 11:00:00;-7.921179;112.599392;246.28850720592584;-1.8273707952166023
2022-01-01 11:10:00;-7.921179;112.599392;245.87156513823157;-4.889250471588819
2022-01-01 11:20:00;-7.921179;112.599392;245.41274035054678;-7.529288059867529
