Datetime;Latitude;Longitude;Azimuth;Altitude
2022-09-09 18:20:00;-7.921179;112.599392;93.9527354300021;-61.764198551131386
2022-09-09 18:30:00;-7.921179;112.599392;93.33480138560188;-59.29221648672037
2022-09-09 18:40:00;-7.921179;112.599392;92.78307236482658;-56.81877617692156
2022-09-09 18:50:00;-7.921179;112.599392;92.28324595155422;-54.34423620666637
2022-09-09 19:00:00;-7.921179;112.599392;91.82466022049039;-51.86886978352162
2022-09-09 19:10:00;-7.921179;112.599392;91.39919407671196;-49.392898888635315
2022-09-09 19:20:00;-7.921179;112.599392;91.00052276504749;-46.91649086164213
2022-09-09 19:30:00;-7.921179;112.599392;90.62364658702452;-44.43978913651464
2022-09-09 19:40:00;-7.921179;112.599392;90.26453573103277;-41.96291324156331
2022-09-09 19:50:00;-7.921179;112.599392;89.91988438551392;-39.485958799436524
2022-09-09 20:00:00;-7.921179;112.599392;89.58694681442165;-37.00902484787725
2022-09-09 20:10:00;-7.921179;112.599392;89.26340075343815;-34.532186518966355
2022-09-09 20:20:00;-7.921179;112.599392;88.94725861751493;-32.055518944784716
2022-09-09 20:30:00;-7.921179;112.599392;88.63678553860284;-29.579093842318606
2022-09-09 20:40:00;-7.921179;112.599392;88.33043789394942;-27.102977805912438
2022-09-09 20:50:00;-7.921179;112.599392;88.02684281553152;-24.627239137457916
2022-09-09 21:00:00;-7.921179;112.599392;87.72472988816352;-22.151941016204862
2022-09-09 21:10:00;-7.921179;112.599392;87.42293114949733;-19.677153451592265
2022-09-09 21:20:00;-7.921179;112.599392;87.12032644850909;-17.20294133041724
2022-09-09 21:30:00;-7.921179;112.599392;86.81585710587743;-14.72937978476066
2022-09-09 21:40:00;-7.921179;112.599392;86.50847127247017;-12.256541385382455
2022-09-09 21:50:00;-7.921179;112.599392;86.19714441991182;-9.784505533231727
2022-09-09 22:00:00;-7.921179;112.599392;85.88083152925937;-7.278708909787271
2022-09-09 22:10:00;-7.921179;112.599392;85.55846709100227;-3.9544985294243773
2022-09-09 22:20:00;-7.921179;112.599392;85.228944614495;-1.3755041560270704
2022-09-09 22:30:00;-7.921179;112.599392;84.89112345814618;0.5515065593795886
2022-09-09 22:40:00;-7.921179;112.599392;84.543767357716;2.804596055291357
2022-09-09 22:50:00;-7.921179;112.599392;84.18557174707303;5.18138107748485
2022-09-09 23:00:00;-7.921179;112.599392;83.81511594686988;7.6008325838761195
2022-09-09 23:10:00;-7.921179;112.599392;83.43086999473248;10.037138862704865
2022-09-09 23:20:00;-7.921179;112.599392;83.03112634336831;12.480696241111225
2022-09-09 23:30:00;-7.921179;112.599392;82.6140135209448;14.927631148062158
2022-09-09 23:40:00;-7.921179;112.599392;82.17743465938675;17.374833286164368
2022-09-09 23:50:00;-7.921179;112.599392;81.71904700380885;19.82098357513439
2022-09-10 00:00:00;-7.921179;112.599392;81.23620727100231;22.265644882865356
2022-09-10 00:10:00;-7.921179;112.599392;80.72588968716481;24.70805393571751
2022-09-10 00:20:00;-7.921179;112.599392;80.184665497333;27.147551620435944
2022-09-10 00:30:00;-7.921179;112.599392;79.6085663615991;29.58350272942785
2022-09-10 00:40:00;-7.921179;112.599392;78.99301605321922;32.015254979627485
2022-09-10 00:50:00;-7.921179;112.599392;78.33267336426239;34.442099738908475
2022-09-10 01:00:00;-7.921179;112.599392;77.62129550182722;36.8632412902325
2022-09-10 01:10:00;-7.921179;112.599392;76.85148537104259;39.27776780334536
2022-09-10 01:20:00;-7.921179;112.599392;76.01447983920337;41.68460693854738
2022-09-10 01:30:00;-7.921179;112.599392;75.09978090555526;44.08247803536918
2022-09-10 01:40:00;-7.921179;112.599392;74.09471173899873;46.46984430124749
2022-09-10 01:50:00;-7.921179;112.599392;72.98386343276619;48.84482401906598
2022-09-10 02:00:00;-7.921179;112.599392;71.74835051380258;51.205101754696024
2022-09-10 02:10:00;-7.921179;112.599392;70.36478641438978;53.54777809283494
2022-09-10 02:20:00;-7.921179;112.599392;68.80399256639349;55.86919888227678
2022-09-10 02:30:00;-7.921179;112.599392;67.02924304264654;58.164675198156324
2022-09-10 02:40:00;-7.921179;112.599392;64.99386033036109;60.42813841739602
2022-09-10 02:50:00;-7.921179;112.599392;62.6381485761912;62.65160404885612
2022-09-10 03:00:00;-7.921179;112.599392;59.88530913310926;64.82445797856643
2022-09-10 03:10:00;-7.921179;112.599392;56.636423786460554;66.93237046964825
2022-09-10 03:20:00;-7.921179;112.599392;52.76493596111393;68.95577986031869
2022-09-10 03:30:00;-7.921179;112.599392;48.11226574001461;70.86784350713955
2022-09-10 03:40:00;-7.921179;112.599392;42.489186147301965;72.63173303010619
2022-09-10 03:50:00;-7.921179;112.599392;35.69321964012556;74.19772465206086
2022-09-10 04:00:00;-7.921179;112.599392;27.55981330100145;75.50155312310294
2022-09-10 04:10:00;-7.921179;112.599392;18.064414307410733;76.46719843777016
2022-09-10 04:20:00;-7.921179;112.599392;7.456464582936853;77.01896843968048
2022-09-10 04:30:00;-7.921179;112.599392;356.3225268857511;77.10362863444279
2022-09-10 04:40:00;-7.921179;112.599392;345.4468166703398;76.71223830443354
2022-09-10 04:50:00;-7.921179;112.599392;335.5133447113101;75.8843510751363
2022-09-10 05:00:00;-7.921179;112.599392;326.8914603182196;74.69061159313648
2022-09-10 05:10:00;-7.921179;112.599392;319.6383458347996;73.20889084516143
2022-09-10 05:20:00;-7.921179;112.599392;313.6244462328734;71.50828302485498
2022-09-10 05:30:00;-7.921179;112.599392;308.65236904542763;69.6435935701173
2022-09-10 05:40:00;-7.921179;112.599392;304.524967692259;67.6558719178602
2022-09-10 05:50:00;-7.921179;112.599392;301.0721704630341;65.5751504098642
2022-09-10 06:00:00;-7.921179;112.599392;298.1564719893824;63.423285651473336
2022-09-10 06:10:00;-7.921179;112.599392;295.6698733201476;61.21624662496711
2022-09-10 06:20:00;-7.921179;112.599392;293.52836312853844;58.9658154066638
2022-09-10 06:30:00;-7.921179;112.599392;291.66675408911647;56.680809770781885
2022-09-10 06:40:00;-7.921179;112.599392;290.0341749529433;54.36789939704588
2022-09-10 06:50:00;-7.921179;112.599392;288.59068277375286;52.03221375752247
2022-09-10 07:00:00;-7.921179;112.599392;287.3046947568228;49.67773485249777
2022-09-10 07:10:00;-7.921179;112.599392;286.1509118814676;47.30760798408457
2022-09-10 07:20:00;-7.921179;112.599392;285.1090348254739;44.924333001519095
2022-09-10 07:30:00;-7.921179;112.599392;284.1624798895368;42.529931640795674
2022-09-10 07:40:00;-7.921179;112.599392;283.29769597834314;40.126053392598855
2022-09-10 07:50:00;-7.921179;112.599392;282.50348158165406;37.71406429476265
2022-09-10 08:00:00;-7.921179;112.599392;281.77043835917164;35.29509815868927
2022-09-10 08:10:00;-7.921179;112.599392;281.09080721599867;32.87012487124087
2022-09-10 08:20:00;-7.921179;112.599392;280.45786724599196;30.439974300401598
